cleaned_messages,MessageType
Nalaiku pesuren,Non-Flirt
,Non-Flirt
Utsav kita jakarthaiya iru..,Non-Flirt
Gud nit re,Non-Flirt
He's taking  care of mee🥰,Non-Flirt
Cute still theriyama ethachum erida poran.. nee safe uh iru,Flirt
Happy happy happy b'day Chella kutty,Flirt
Love u foreva,Flirt
Thank yu poooooor🥰🥰 luv yu toooo,Non-Flirt
Na ippodha kanna thorandhu mes pathutrundhen,Non-Flirt
Ha ha take rest nalla,Flirt
,Non-Flirt
Dp,Non-Flirt
,Non-Flirt
Ipo unaku anniversary ilaye.. ena spl??,Non-Flirt
Heyyyy,Non-Flirt
Engagement  re,Non-Flirt
Oh ok ok.. Congratulations.. Happy Engagement anniversary🥰,Flirt
Thanks reee,Non-Flirt
,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
Unaku katta theriyuma,Non-Flirt
No no,Non-Flirt
Yarachum katti vidanum🤣,Non-Flirt
Enaku oru naal Katrina pakkanumnu ... aasai,Non-Flirt
Aunty katuvangala,Non-Flirt
Super uh katuvanga..,Flirt
Enga amma nalla katuvanga mamiyar vida,Non-Flirt
Aunty ah dha solren,Non-Flirt
Na oru naal anga vandhu katikuren...,Non-Flirt
Ne anga stay pannumbodhu sollu,Non-Flirt
Ketkave venam.. kandipa vaa,Non-Flirt
Hummm,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
Frnshp goals,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
You okay?,Non-Flirt
Ena aachu,Non-Flirt
Kita thatta me too in same stage,Non-Flirt
Seemantham mudichu vanthathula irunthu vandhana ku kidney stone pain,Non-Flirt
5 days uh office pola,Non-Flirt
Sema azhugai,Non-Flirt
Nethu hospital ponom..,Non-Flirt
Admit pana solitanga,Non-Flirt
Ela test um eduthurukanga..,Non-Flirt
Appa va admit panom la same hospital dan..,Non-Flirt
Amma appa are with her..,Non-Flirt
Aiyoooo Inna re solra...,Non-Flirt
Admit panra alavuku pain vandhucha,Non-Flirt
Yes.. all the stones are cmg out at same time,Non-Flirt
Apdi vantha dan ivlo pain irukumam,Non-Flirt
Apdi varakudatham,Non-Flirt
Docs are diagnosing the prob,Non-Flirt
Oh... Nahum idha anubavichirken... thaangavae mudiyadhu,Non-Flirt
Ohhh,Non-Flirt
Thudikura.. parkave bayama iruku,Non-Flirt
U alryt?,Non-Flirt
Ena aachu,Non-Flirt
Scan la Inna solranga,Non-Flirt
Yea yeah I'm ok re,Flirt
Nethu afternoon dan admit pani gave all tests.. night dan report vanthuchu... iniku dan doc review panitu soluvaru..,Non-Flirt
Evlo stones iruku,Non-Flirt
Inna size nu sollirpangalae,Non-Flirt
3 athum chinathu dan,Non-Flirt
3mm i guess,Non-Flirt
Hey enaku 4mm irundhuchu... bayangra pain ah dha irukum... kashtapadadhinga...,Non-Flirt
Apram na complete ah homeopathy treatment 2 years ku edthukitten... den scan eduthu pakumbodhu stones ellamae karanjiruchu...,Non-Flirt
Ivaluku 8 injections potrukanga from yesterday 1pm.. ipo varai konjam kuda pain korayala,Non-Flirt
Aiyayooo,Non-Flirt
Hey...,Non-Flirt
5ltrs kudikura mini one day ku,Non-Flirt
Nariya thanni kudika sollu,Non-Flirt
Axha first n bestest medicine for this pain,Non-Flirt
Nalla urine pass pannanum,Non-Flirt
Trips podrathala ethum mouth vazhiya edukathinganu solitanga,Non-Flirt
Avalum siddha treatment just started,Non-Flirt
Athu ponale 1hr extreme pain iruku nu pogave bayapudra,Non-Flirt
Appo konjam porumaiya irunga...,Non-Flirt
Sister doc elam nethu urine test edukanum nu soli thiti poga vechanga..,Non-Flirt
Ivlo painful uh irukuma delivery pain,Non-Flirt
Ada iva oruthi... na avlukaga sonnen... ne unakaga eduthukadha,Non-Flirt
First avala papom,Non-Flirt
Enaku therinji... oru MRI ABDOMEN doc kitta kettu edthrunga...,Non-Flirt
Pain injection  pottum pain koraiyala na... konjam yosikanum,Non-Flirt
She will be alryt.. ethum medicine tharamatranga hospital la kuda.. athuva varanum.. trips and pain killer matum dan podranga..,Non-Flirt
Hummm,Non-Flirt
Nethu scan matume 4 diff types la eduthurukom,Non-Flirt
Iniku doc 9 o clock vanthu check panitu soluvaru,Non-Flirt
Scan is different  re adhu ok dha,Non-Flirt
OK sollatum...,Non-Flirt
Ct scan eduthanga.. abdomen Full uh onnu eduthanga,Non-Flirt
Edhukum neenga oru word ketrunga...,Non-Flirt
Naa pona ketpen,Non-Flirt
Amma appa ku ethum ketka theriyathu,Non-Flirt
Ketkavum matanga,Non-Flirt
Ena vara venamnu vera solranga,Non-Flirt
Jay is with me here to help me,Non-Flirt
Hey kekka sollu...,Non-Flirt
Jay will goto hospital today around 10,Non-Flirt
I'll ask him to check,Non-Flirt
Vera exhum prechana illana nimmadhiya... idhuku mattum treatment  olunga Start pannalamla,Non-Flirt
Hummm,Non-Flirt
Ne bathrama iru... don't think too much,Non-Flirt
So started siddha,Non-Flirt
But athukula it went extreme,Non-Flirt
Every yr purattasi month vanthale intha veetuku vanthathula irunthu yarukachum ethachum aaguthu priya,Non-Flirt
Continuous uh 5th yr ithu,Non-Flirt
Correct dhan ne solradhu...,Non-Flirt
,Non-Flirt
Apdiye anna mathiri irukan utsav last pic la,Non-Flirt
🥳🥳,Non-Flirt
Akka kitta solliten,Non-Flirt
Bayapdadhinga...,Non-Flirt
Neyum bathram... tension aagadha,Non-Flirt
Akka name ena?,Non-Flirt
Lakshmi sister,Non-Flirt
Anga avangadha irupanga,Non-Flirt
Tension aagala,Non-Flirt
Ok,Non-Flirt
Pathacha,Non-Flirt
Talking to doc,Non-Flirt
Will call u,Non-Flirt
Seri seri,Non-Flirt
Lakshmi Akka@kolapak.vcf (file attached),Non-Flirt
Mri la kuda clear uh ilayam,Non-Flirt
Contrast dye potu again mri edukanum nu solitanga,Non-Flirt
Nethu dan CT scan dye potu eduthom,Non-Flirt
Ore vethanaya iruku,Non-Flirt
Mudinjircha poorna,Non-Flirt
Laproscopy pananum,Non-Flirt
Doc cloudnine vara solirukanga,Non-Flirt
We are on the way,Non-Flirt
Epdi iruka re,Non-Flirt
Hi,Non-Flirt
Fine,Non-Flirt
Hey,Non-Flirt
Pooooor,Non-Flirt
Solre,Non-Flirt
Hru,Non-Flirt
Adigu,Non-Flirt
Ne epdi iruka,Non-Flirt
I'm iruken,Non-Flirt
En ipdi salichikittu solra,Non-Flirt
Mudila,Non-Flirt
Pelvic region suthi sema vali,Non-Flirt
Doc kita keta apdi dan irukum,Non-Flirt
Haha...,Non-Flirt
Use pillow btwn legs nu solrnaga,Non-Flirt
Yes apdidha irukum,Non-Flirt
Yes ... yu should,Non-Flirt
Light uh white discharge vera started...,Non-Flirt
More discharge na solu nu doc solitanga...,Non-Flirt
White discharge is fine re...,Non-Flirt
Udambe mudila..,Non-Flirt
Yes yes...,Non-Flirt
Innum few days dha ...,Non-Flirt
3lame,Non-Flirt
?,Non-Flirt
Diwali ku aprma dan paapa porakanum,Non-Flirt
Ela physical activities um stopped,Non-Flirt
Edhum namma kaila illa,Non-Flirt
Enga veetla intha week eh baby vanthudum nu solitu irukanga,Non-Flirt
,Non-Flirt
Kiki epdi iruka,Non-Flirt
Hum...,Non-Flirt
She gud,Non-Flirt
Enaku munadiye avaluku due la,Non-Flirt
She got any symptoms,Non-Flirt
Avaluku innum 2 weeks irukunu sollirkanga... pakalam,Non-Flirt
Yaar first release panringanu,Non-Flirt
Nothing,Non-Flirt
Believe in yur body ... adhumattum pannalae podhum...,Non-Flirt
Happy uh matum ila,Flirt
Mavale nerla vanthu uthaikuran iru,Non-Flirt
Enakum nov 14 dan due de,Non-Flirt
Aana I feel so tired...,Non-Flirt
Baby erangiduchu nu all feel personally,Non-Flirt
Ya avalukum adhudha,Non-Flirt
Hum... kandipa indha tym la baby head fix aaganum,Non-Flirt
Parpom,Non-Flirt
Nee epdi iruka,Non-Flirt
Anomaly scan poniya?,Non-Flirt
Anomaly la mudinji 1 1/2 month aaguthu,Non-Flirt
Jakkarthaiya iru,Non-Flirt
Mmmm.... ok re,Non-Flirt
New mommy ku bday va.. super super...,Flirt
eeeeyyaaaa,Non-Flirt
Check up lq unaku ellamae over ah,Non-Flirt
Hey priya enade doc varave venam nu solranga,Non-Flirt
Vali vantha admit ayitu call panu nu solranga,Non-Flirt
Last uh 7th month growth scan panathu,Non-Flirt
Unakum apdi dan sonangala Nithya doc,Non-Flirt
Hey illa... ippo Corona may be adhanala ipdi sollirkalam,Non-Flirt
9th month oru scan eduthanga,Non-Flirt
Appodha baby bottom la fix aayidichanu check panni sonnanga,Non-Flirt
8 months lendhu 15 days once na check up ponwn,Non-Flirt
Ila..,Non-Flirt
Last 9th month weekly once ponen,Non-Flirt
Aana enga amma appa bayapudranga.. yen doc ipdi venanu solranganu. .,Non-Flirt
Hey nithya doc ai nambino kai Vida padar,Non-Flirt
She's is an excellent  doc re,Flirt
Bayapudadha,Non-Flirt
Athu bayam ila.. aana enaka ulloora ore bayama iruku..,Non-Flirt
Yen nu therila..,Non-Flirt
Mooji,Non-Flirt
Bayandha ... ellamae waste,Non-Flirt
Hmmm... Nov 6th paapa porantha nalla irukum..,Non-Flirt
I wanna celebrate thala diwali..,Flirt
Please ... unnala face Panna mudiyum nu dhairiya nambhu,Non-Flirt
Pradhami ah,Non-Flirt
Apdina,Non-Flirt
Pesama Nov 6th anaiku operation pani edukalamanu yosikuren.,Non-Flirt
Amavasai ku next day prathamai.. nalla vishayam ethum naanga seiya maton...,Non-Flirt
Hey ... gongangooo,Non-Flirt
K k,Non-Flirt
Enga Iruka nee,Non-Flirt
Kiki parka poriya.,Non-Flirt
?m,Non-Flirt
No re,Non-Flirt
Stay safe..,Non-Flirt
Inniku enaku check up,Non-Flirt
Good good.. antha akka va ketatha solu,Non-Flirt
11 ku dana appointment,Non-Flirt
Hospital confirm panitiya nee,Non-Flirt
Avnga hospital last week open panniyachu,Non-Flirt
OK ok,Flirt
Sonanga..,Non-Flirt
Inniku clini dha,Non-Flirt
Utsav um kutitu poviya?,Non-Flirt
No ...,Non-Flirt
Na madipak la iruken,Non-Flirt
K k.. Anna vararula,Non-Flirt
Yes re,Non-Flirt
Ne bayhram,Non-Flirt
Edhachu tym pakam paakama call panni kelu,Non-Flirt
Hi de...,Non-Flirt
Nethi full uh slight fever irunthuchu nu went to nearby hospital.. no doc was cos of diwali...,Non-Flirt
Today mrng cloudnine vanthen.. admit aaga solitanga...,Non-Flirt
Nalaiku elisa test eduka poranga,Non-Flirt
Meanwhile Nithya checked for labor...,Non-Flirt
Inum 2 to 3 days la baby vanthudum.. so let her be here nu solitanga today..,Non-Flirt
Jus wanna let u kno,Non-Flirt
Hey... innadi enchi kumbodhe kundu thooki podra,Non-Flirt
Ippo epdi iruka,Non-Flirt
Degue suggest dhana panranga ... innum result apdi varalala... adhellam onnum irukadhu,Non-Flirt
Temp ippo evlo iruku,Non-Flirt
Elam en time..,Non-Flirt
Yes.. platelets count border la iruku,Non-Flirt
Evening dan theriyum.. ipo dan test eduthutu poirukanga..,Non-Flirt
99/100 iruku...,Non-Flirt
Dolo potu 4hrs nalla iruksn.. again fever and body pain vanthudufhu,Non-Flirt
Mehta doc rare uh dan Poven,Non-Flirt
Choose btwn 2 nu solranga,Non-Flirt
Admitted uhhh,Non-Flirt
Yes in kauvery,Non-Flirt
Now,Non-Flirt
9 o clock dan vanthom,Non-Flirt
Oh OK ok,Flirt
Icu laya iruka,Non-Flirt
Or labour ward,Non-Flirt
No... Dengue negative vanthuduchu,Non-Flirt
Oh thank god,Flirt
Oh ok,Non-Flirt
But enaku fever 100 iruku,Non-Flirt
Doc nalaiku varuvangala Sunday la,Non-Flirt
Dol potiya,Non-Flirt
Poor service but very costly,Non-Flirt
Humm... inimeltu onum solradhuku illa... nallapadiya kozhandhai n ne Vella vandha mattum podhum,Non-Flirt
Cloud 9 la evlo aachu,Non-Flirt
Namma onnu nanacha kadavul onnu nanaikuraru,Non-Flirt
All says the same,Non-Flirt
Yes,Non-Flirt
Everything is for good reeee,Non-Flirt
Bayapadadha,Non-Flirt
Be bold n strong,Flirt
Believe your body,Non-Flirt
Hmm...,Non-Flirt
Who is with yu now,Non-Flirt
Nithya mam ethume theliva pesa matranga,Non-Flirt
Jay nd amma,Non-Flirt
Avanga mela oru nambikai eh varala,Non-Flirt
Contractions edhachu varudha,Non-Flirt
No ntng,Non-Flirt
From yesterday mrng 4 times checked internally,Non-Flirt
2 times chrcked by nithya,Non-Flirt
Mouth open aagalaiya,Non-Flirt
Yes,Non-Flirt
Squats podhu,Non-Flirt
Ena panrathu athuku,Non-Flirt
Knee pain,Non-Flirt
Walking po,Non-Flirt
Western toilet la ye utkara mudila,Non-Flirt
Nalaiku fullah saptu saptu walk pannitae iru,Non-Flirt
Adipaviiiii,Non-Flirt
200 steps eri erangu... kandipa open aagum atleast contractions aachu start aagum,Non-Flirt
Epdi ivlo seekerama paapa varum,Non-Flirt
Inum 1 week iruku,Non-Flirt
Aiyooooo..... apram epdi doc 2 days la deliver aagum nu sonnanga..,Non-Flirt
Athan doc sola matranga ethume theliva nu solrane,Non-Flirt
Edhavechu sonnanga,Non-Flirt
,Non-Flirt
Intha hospital la 7th Nov due date nu potu admission potrukanga,Non-Flirt
🤣🤣,Non-Flirt
Potathu Nithya doc,Non-Flirt
She never told us any reason,Non-Flirt
Appo ... edhachu oru karanam solli c sec solluvanganu enaku thonudhu...,Non-Flirt
Sema costly hete,Non-Flirt
Apdi soli dan admission potrukanga,Non-Flirt
Surgery ku ready panitanga ena actually,Non-Flirt
Direct uh I went to labor ward...,Non-Flirt
Na rendu doc kitta ketten... Isabel best nu sonnanga,Flirt
Razor potnag,Non-Flirt
Hospital dress potu prepared me,Non-Flirt
So nalaiku parkalamnu poitanga,Non-Flirt
But enaku fever koraiyala,Non-Flirt
100 dan iruki,Non-Flirt
Adha platelets kammiya iruku so c sec poidalamnu .. solluvanganu nanaikuren,Non-Flirt
See edhuva irundhalum parala... yu n baby should be safe,Non-Flirt
Edhumae mind la pottu rombha yosikadha,Non-Flirt
Oru pic edhuthu anapu ...,Non-Flirt
<Media omitted>,Non-Flirt
Oh oh,Non-Flirt
Seri ...,Non-Flirt
Fever ku dol potiya,Non-Flirt
Bp n heart rate freq ah check panrangala,Non-Flirt
Yes athu matum dan podren,Non-Flirt
Anga every 4 hrs check panuvanga,Non-Flirt
Here every 2 hrs,Non-Flirt
From mrng no fever or pain at all,Non-Flirt
Inga admit aanone baby heartbeat went to 190,Non-Flirt
Romba azhuthuten c sec nu direct uh labor ward ponone,Non-Flirt
All ma bad time,Non-Flirt
I don't like here at all,Non-Flirt
Poornaaaaaa.... sooooo happy for yuuuuu...,Flirt
Enaku unnaiyum paapa vaiyum pakanum pola irukuuuu,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
🥰🥰🥰🥰🥰 *rombaaaaa happpppy irukuuuu*,Non-Flirt
Discharge aanadhum vetuku vandhutu pain koranjadhum ... porumaiya enaku call pannu...,Non-Flirt
Bathram... 2 days pain irukum.. konjam poruthuko,Non-Flirt
Take care re,Non-Flirt
Poorna.. ippo epdi iruka,Non-Flirt
Odambhu paravalaiya,Non-Flirt
En mamiyar kozhandhaiku thalaiku oothura varaikum pakkakoodadhu ma nu sollitanga..,Non-Flirt
Fever marubadiyum vandhucha,Non-Flirt
Eppo discharge,Non-Flirt
Keke ku girl baby re.. yesterday nit,Non-Flirt
Nethu discharge aagi vanthutom de,Non-Flirt
Ethuku fever vanthuchune therila,Non-Flirt
Gud,Non-Flirt
Fever price is c sec,Non-Flirt
🤦‍🤦‍,Non-Flirt
Seri vidu... mudinjirchu avlodha,Non-Flirt
Ne epdi iruka,Non-Flirt
Kozhandhai epdi iruka,Non-Flirt
Oh... ok ok,Flirt
Romba weak uh iruka,Non-Flirt
But thethidala.,Non-Flirt
Weak ah irukala,Non-Flirt
En,Non-Flirt
Evlo weight iruka,Non-Flirt
Vaccine potacha,Non-Flirt
3rd day vaccine,Non-Flirt
Climate bayangrama iruku... bed ah vittu keels erangadha.. rendu perum sweaters socks potukonga,Non-Flirt
Enakum two days ah fever,Non-Flirt
Inniku dha koranjidhu,Non-Flirt
Omg,Non-Flirt
Elarukum fever cos of this climate,Non-Flirt
Stay warm nd safe,Flirt
How's keke dng,Non-Flirt
She's gud re,Non-Flirt
Yaru paapa de,Non-Flirt
<Media omitted>,Non-Flirt
Fever epdi iruku,Non-Flirt
Hw r u??,Non-Flirt
Heyyyy,Non-Flirt
Innikudha thalaiku oothuneengala,Non-Flirt
Appodha na pakka mudiyum nu en mamiyar sollitanga,Non-Flirt
11th day itself we do that,Non-Flirt
Anaiku dan name vechom,Non-Flirt
Ithu vera Iruka...,Non-Flirt
Nathanar and maatu ponnu dan pregnant uh iruntha parthuka kudathunu soluvanga,Non-Flirt
Nee udamba parthuko...,Non-Flirt
Udane kilamburenu kashta padatha..,Non-Flirt
3 months aanone naane kutitu vanthu priya mami uh pakurom,Non-Flirt
Yes,Non-Flirt
Keku papavae na innikudha punniyadhanam pannitu afternoon parthen,Non-Flirt
Ena namem,Non-Flirt
Keke paapa,Non-Flirt
Ku,Non-Flirt
Jiya,Non-Flirt
Intha name dan we selected..Jia Jayaram nu... Veetla ya la start panra name dan veikanum nu solitanga,Non-Flirt
🤦‍,Non-Flirt
Beautiful name,Flirt
Sweat heart to all,Non-Flirt
Hope keke nd baby are fine...,Non-Flirt
Na oru burday party la iruken,Non-Flirt
Adiyei.. veetoda irude... Enaku fever vanthathu la irunthu bayama iruku...,Non-Flirt
I want you to be safe,Non-Flirt
Hummm...,Non-Flirt
Veetla irupiya,Non-Flirt
Free ah,Flirt
Naa enga velila poga intha mazhaila,Non-Flirt
Veetla dan iruken..,Non-Flirt
Mmm,Non-Flirt
Ellarum nalla irukangala,Non-Flirt
Paapa weight poda matra priya,Non-Flirt
Enaku vera milk secretion eh ila,Non-Flirt
Doc avaloda birth weight vara varaikum every week hospital varanum nu solraru,Non-Flirt
Hey.. olunga suck panrala,Non-Flirt
Athan therila,Non-Flirt
Enaku Ava kudikrala sapurala nu therila,Non-Flirt
Also kudika start pani 5mins la nalla thoongura,Non-Flirt
Innum marala... thattikitte irukanum,Non-Flirt
Amaidhiya irundha thoongiduvanga,Non-Flirt
Acho nalla chundi vidren,Non-Flirt
Nondite iruken,Non-Flirt
Humm.. ippo evlo weight iruka,Non-Flirt
Nee variya iniku?,Non-Flirt
3kg...,Non-Flirt
3.3 iruntha poranthapo,Non-Flirt
2 weeks uh erave ila,Non-Flirt
Rain adhigamachu... vara mudiyadhu.. konjam vitruchuna solren,Non-Flirt
Ok ok,Flirt
Parthuko mazhaila alayatha,Non-Flirt
Pls jakkarthaiya iru,Non-Flirt
Enaku bayama iruju,Non-Flirt
Mmmmm,Non-Flirt
Priya,Non-Flirt
Pregnancy belt podalama?,Non-Flirt
Also suggest good stretch mark cream..,Non-Flirt
Doc y scar nu onnu sonanga.. no much benefit..,Non-Flirt
Y this status?,Non-Flirt
Na use pannadhe illa..,Non-Flirt
Epdi pochu?,Non-Flirt
Stretch mark elam,Non-Flirt
1 year la weight reduce aanadhum automatic poiduchu,Non-Flirt
I gained 16kgs..,Non-Flirt
14 kgs um reduce ayiten..,Non-Flirt
Operation nala.. podalama vendamanu enaku therila..,Non-Flirt
Nithya doc asked me to use it...,Non-Flirt
Kandipa.. but height nala rombala theriyadhu,Non-Flirt
Best solution excersice yoga mattumdha,Flirt
But lactation doc and few frns are advising not to use,Non-Flirt
2 months ku apram pana solirukanga,Non-Flirt
Na belt Vida oru full cotton saree dha tie pannikiten,Non-Flirt
Soorya ... theriyum la,Non-Flirt
Avandha,Non-Flirt
Aama,Non-Flirt
Avlo peiya paiyan ayitana avan,Non-Flirt
All are growing ..,Non-Flirt
Ne mattum... 🤣,Non-Flirt
Enaku apdi oru feel eh varala🥲,Non-Flirt
Olunga feed panriya... olunga kudikurala,Non-Flirt
Yes last night full uh kuduthrn kudicha..,Non-Flirt
🤣🤣,Non-Flirt
Gud,Non-Flirt
Nan dhana illa MH ah,Non-Flirt
Motion ponala ?,Non-Flirt
Formula drink,Non-Flirt
Yes after vethala kaambu treatment,Non-Flirt
Ellam ore kuttaila vizhundha mattaingal,Non-Flirt
Yen,Non-Flirt
Hum,Non-Flirt
Utsav vum apdidhana adha sonnen,Non-Flirt
Nip care ointment apply pannu 2 days it will go off,Non-Flirt
Yes,Non-Flirt
She can feed,Non-Flirt
,Non-Flirt
Odhu onnumae aagadhu,Non-Flirt
<Media omitted>,Non-Flirt
,Non-Flirt
<Media omitted>,Non-Flirt
Sale potrukan de,Non-Flirt
Buy if u need anything,Non-Flirt
Bought re,Non-Flirt
Ippodhiku New born mattum 3 vangiten,Non-Flirt
Best..,Non-Flirt
New born dan correct uh iruku..,Non-Flirt
Hummm...,Non-Flirt
Hey,Non-Flirt
Poor,Non-Flirt
Epdi iruka,Non-Flirt
R yu ok now,Non-Flirt
Kutty epdi iruka,Non-Flirt
Hi de,Non-Flirt
We are good...,Non-Flirt
Ipo dan growing together,Non-Flirt
Nee epdi iruka,Non-Flirt
Saptiya,Non-Flirt
Ulla kutti epdj iruku?,Non-Flirt
Gud,Non-Flirt
Nalla iruku,Non-Flirt
Yarachun ethachum solite irukanga priya,Non-Flirt
Paapa kutty uh iruka,Non-Flirt
1 month valarchiye ila,Non-Flirt
Manase kashtama aaguthu,Non-Flirt
Indha kadhula vaangi andha kaqdhula vitru,Non-Flirt
Ooru apdi dha sollum,Non-Flirt
Budhu,Non-Flirt
Ne en theveillama kashtqpqdra,Non-Flirt
Ena seiya nu therila,Non-Flirt
Please formula kudukrqdha stop pannunga,Non-Flirt
Tell to aunty,Non-Flirt
3 months aacgu automatic ah ellqmqe normal aagudhum,Non-Flirt
Ne yaar pechaiyum kekama... kutty ku olunga un milk mattum kudu,Non-Flirt
Adhula vara strength Vera edhulaiyumae varadhu,Non-Flirt
Ore sandai,Non-Flirt
Naa pesarthelam to mom and vandhana,Non-Flirt
Avanga dan paapa valarala,Non-Flirt
Elarum solranga bu,Non-Flirt
Formula drink eh kudukranga,Non-Flirt
Pesarthila,Non-Flirt
Manase kashtama iruku,Non-Flirt
Ne solli puriya vei,Non-Flirt
Purinjikalana vidu,Non-Flirt
Ne un milk mattum kudu,Non-Flirt
Kuzhandhaiku future la strength venum,Non-Flirt
Formula milk la ... weight podalam but strength suthama kidaiyadhu,Flirt
Ithula enga wedding anniversary anaiku vandhana kum en mamiyar kum sandai.. sandai la Jayaram avanga amma va console panranu he left me and went... Apram night again he came to console me.. enaku kovam vanthuduchu evlo naal ipdiye pana poranu avan kudayum sandai...,Non-Flirt
Slow ah ve weight erattum... please don't focus on weight... focus on only health,Non-Flirt
Sandaiye poten.. 3 months enga ishtathuku dan valapom nu solranga,Non-Flirt
Yarume ilatha mathiri iruku,Non-Flirt
Like left alone with the baby,Non-Flirt
2 days uh manase sarila,Non-Flirt
Post pregnancy ipdila konjam qpdi ipdidha iruku... calm ah tension aagama situation ah Handle pannu... Panna mudilana just pesama amaidhiya irunfhru,Non-Flirt
Ne stress aana milk secretion aagadhu... then baby will suffer de,Non-Flirt
Purithu.. athan yarkudayume pesama amaithiya iruken...,Non-Flirt
Purinjiko,Non-Flirt
Purithu..,Non-Flirt
Wru?,Non-Flirt
Here lavanya(deepshi mom) Jan 4th nalla naal nu anaiku operation panidalam nu decide panirukanga...,Non-Flirt
U don't do anything like that,Non-Flirt
Nana... vaippae illa 🤪,Non-Flirt
Kolapakkam,Non-Flirt
Avalukum normal aaga chance iruku.. aana iva dan first eh operation ipoyum baby weight jasthi nu panikurenu solitu ipdi panra..,Non-Flirt
Nethu photo shoot ku poirndhe.. qdha sollalamnu nit text pannen,Non-Flirt
Wow,Flirt
Enga?,Non-Flirt
couple decision onnum pannamudiyadhu,Non-Flirt
Studio or outdoor,Non-Flirt
Out,Non-Flirt
Super...,Non-Flirt
Photos anuput,Non-Flirt
Nangalum new born photo shoot panom,Non-Flirt
Ivaroda friend recommend Panna photographer & place,Flirt
Over ah,Non-Flirt
Endha studio,Non-Flirt
Ippodha vandhu,Non-Flirt
He is downloading,Non-Flirt
Corona nu velila pola,Non-Flirt
Nanum plan pannirken.. but enganu decide pannala..  first olunga porakkatumnu vituten,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
<Media omitted>,Non-Flirt
